# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
# Number of images: 23, mean observations per image: 488.60869565217394
23 0.96653125985975419 -0.045022334349421982 0.098841548817054314 0.232423452670102 0.5247665797932819 -4.3165475006018053 1.990983472532196 1 9.png
