# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
# Number of images: 23, mean observations per image: 1809.2173913043478
23 0.9665312598597542 -0.04502233434942198 0.09884154881705431 0.232423452670102 0.038036141752153224 -0.31287208243609815 0.14431050395255823 1 9.png
